iShares Russell 3000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"UMBF","UMB FINANCIAL CORP","Financials","Equity","2,628,515.63","0.01","2,628,515.63","20,039.00","131.17","United States","NASDAQ","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","2,625,438.18","0.01","2,625,438.18","17,153.00","153.06","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","2,621,700.38","0.01","2,621,700.38","52,793.00","49.66","United States","NYSE","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","2,614,713.12","0.01","2,614,713.12","63,992.00","40.86","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","2,609,267.04","0.01","2,609,267.04","30,672.00","85.07","United States","NYSE","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","2,607,633.00","0.01","2,607,633.00","36,450.00","71.54","United States","NYSE","USD","1.00","USD","-"
"PL","PLANET LABS CLASS A","Industrials","Equity","2,599,690.04","0.01","2,599,690.04","73,771.00","35.24","United States","NYSE","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","2,592,451.04","0.01","2,592,451.04","239,156.00","10.84","United States","NYSE","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","2,589,356.30","0.01","2,589,356.30","8,765.00","295.42","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","2,582,083.05","0.01","2,582,083.05","85,755.00","30.11","United States","NYSE","USD","1.00","USD","-"
"GTLS","CHART INDUSTRIES INC","Industrials","Equity","2,570,599.05","0.01","2,570,599.05","12,395.00","207.39","United States","NYSE","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","2,567,937.12","0.01","2,567,937.12","22,701.00","113.12","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","2,568,046.80","0.01","2,568,046.80","14,135.00","181.68","United States","NYSE","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","2,562,409.55","0.01","2,562,409.55","33,343.00","76.85","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","2,559,713.06","0.01","2,559,713.06","26,837.00","95.38","United States","NYSE","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","2,554,883.34","0.01","2,554,883.34","60,442.00","42.27","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","2,543,401.50","0.01","2,543,401.50","42,775.00","59.46","United States","NYSE","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","2,542,906.80","0.01","2,542,906.80","64,410.00","39.48","United States","NYSE","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","2,530,505.25","0.01","2,530,505.25","13,923.00","181.75","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","2,525,241.12","0.01","2,525,241.12","14,709.00","171.68","United States","NASDAQ","USD","1.00","USD","-"
"AXSM","AXSOME THERAPEUTICS INC","Health Care","Equity","2,517,334.82","0.01","2,517,334.82","11,431.00","220.22","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","2,509,278.72","0.01","2,509,278.72","14,712.00","170.56","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","2,504,118.87","0.01","2,504,118.87","39,919.00","62.73","United States","NASDAQ","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","2,492,905.65","0.01","2,492,905.65","11,085.00","224.89","United States","NASDAQ","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","2,492,131.20","0.01","2,492,131.20","9,120.00","273.26","United States","NYSE","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Health Care","Equity","2,490,308.16","0.01","2,490,308.16","4,656.00","534.86","United States","NASDAQ","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","2,488,569.72","0.01","2,488,569.72","7,868.00","316.29","United States","NYSE","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","2,479,975.21","0.01","2,479,975.21","27,589.00","89.89","United States","NASDAQ","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","2,480,143.12","0.01","2,480,143.12","83,902.00","29.56","United States","NASDAQ","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","2,475,548.40","0.01","2,475,548.40","20,476.00","120.90","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","2,476,106.10","0.01","2,476,106.10","82,290.00","30.09","United States","NYSE","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","2,471,995.35","0.01","2,471,995.35","34,205.00","72.27","United States","NASDAQ","USD","1.00","USD","-"
"CYTK","CYTOKINETICS INC","Health Care","Equity","2,465,387.94","0.01","2,465,387.94","33,186.00","74.29","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","2,465,564.53","0.01","2,465,564.53","40,097.00","61.49","United States","NYSE","USD","1.00","USD","-"
"AHR","AMERICAN HEALTHCARE REIT INC","Real Estate","Equity","2,446,272.00","0.01","2,446,272.00","49,320.00","49.60","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","2,443,055.67","0.01","2,443,055.67","139,683.00","17.49","United States","NYSE","USD","1.00","USD","-"
"CTRE","CARETRUST REIT INC","Real Estate","Equity","2,434,108.50","0.01","2,434,108.50","61,623.00","39.50","United States","NYSE","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","2,431,876.48","0.01","2,431,876.48","16,928.00","143.66","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","2,424,418.50","0.01","2,424,418.50","60,234.00","40.25","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","2,407,865.94","0.01","2,407,865.94","51,253.00","46.98","United States","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","2,403,841.49","0.01","2,403,841.49","32,621.00","73.69","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","2,401,517.22","0.01","2,401,517.22","30,242.00","79.41","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","2,395,660.75","0.01","2,395,660.75","33,775.00","70.93","United States","NASDAQ","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","2,393,377.47","0.01","2,393,377.47","89,539.00","26.73","United States","NYSE","USD","1.00","USD","-"
"OKLO","OKLO INC CLASS A","Utilities","Equity","2,387,413.71","0.01","2,387,413.71","33,237.00","71.83","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","2,385,919.97","0.01","2,385,919.97","28,987.00","82.31","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","2,381,794.50","0.01","2,381,794.50","18,085.00","131.70","United States","NYSE","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","2,371,593.32","0.01","2,371,593.32","46,429.00","51.08","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","2,365,228.80","0.01","2,365,228.80","10,560.00","223.98","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","2,359,312.26","0.01","2,359,312.26","179,007.00","13.18","United States","NASDAQ","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","2,355,049.14","0.01","2,355,049.14","7,698.00","305.93","United States","NASDAQ","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","2,341,555.29","0.01","2,341,555.29","64,881.00","36.09","United States","NYSE","USD","1.00","USD","-"
"ENS","ENERSYS","Industrials","Equity","2,328,712.75","0.01","2,328,712.75","10,445.00","222.95","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","2,329,782.00","0.01","2,329,782.00","326,300.00","7.14","United States","NASDAQ","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","2,330,197.02","0.01","2,330,197.02","275,437.00","8.46","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","2,326,629.25","0.01","2,326,629.25","18,001.00","129.25","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","2,319,383.39","0.01","2,319,383.39","64,733.00","35.83","United States","NASDAQ","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","2,314,933.50","0.01","2,314,933.50","15,081.00","153.50","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","2,311,358.50","0.01","2,311,358.50","40,909.00","56.50","United States","NASDAQ","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","2,311,630.08","0.01","2,311,630.08","6,936.00","333.28","United States","NASDAQ","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","2,307,074.25","0.01","2,307,074.25","30,225.00","76.33","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","2,306,368.88","0.01","2,306,368.88","27,304.00","84.47","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","2,300,927.36","0.01","2,300,927.36","16,606.00","138.56","United States","NYSE","USD","1.00","USD","-"
"ONB","OLD NATIONAL BANCORP","Financials","Equity","2,298,559.00","0.01","2,298,559.00","95,080.00","24.18","United States","NASDAQ","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","2,293,521.96","0.01","2,293,521.96","32,523.00","70.52","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","2,295,140.76","0.01","2,295,140.76","11,916.00","192.61","United States","NYSE","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","2,284,459.03","0.01","2,284,459.03","2,284,459.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"KEX","KIRBY CORP","Industrials","Equity","2,283,199.88","0.01","2,283,199.88","16,054.00","142.22","United States","NYSE","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","2,275,481.92","0.01","2,275,481.92","7,642.00","297.76","United States","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","2,263,177.00","0.01","2,263,177.00","28,114.00","80.50","Sweden","NASDAQ","USD","1.00","USD","-"
"ESE","ESCO TECHNOLOGIES INC","Industrials","Equity","2,257,844.45","0.01","2,257,844.45","6,785.00","332.77","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","2,252,925.36","0.01","2,252,925.36","73,818.00","30.52","United States","NYSE","USD","1.00","USD","-"
"RIOT","RIOT PLATFORMS INC","Information Technology","Equity","2,253,392.93","0.01","2,253,392.93","93,463.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","2,239,255.45","0.01","2,239,255.45","20,957.00","106.85","United States","NASDAQ","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","2,240,185.86","0.01","2,240,185.86","72,994.00","30.69","United States","NASDAQ","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM INC","Information Technology","Equity","2,234,557.83","0.01","2,234,557.83","101,617.00","21.99","United States","NYSE","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","2,228,083.99","0.01","2,228,083.99","17,809.00","125.11","United States","NYSE","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","2,226,479.22","0.01","2,226,479.22","50,022.00","44.51","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","2,210,918.85","0.01","2,210,918.85","33,915.00","65.19","United States","NASDAQ","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","2,204,924.08","0.01","2,204,924.08","35,324.00","62.42","United States","NYSE","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","2,191,887.57","0.01","2,191,887.57","27,057.00","81.01","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","2,188,824.54","0.01","2,188,824.54","42,994.00","50.91","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","2,171,215.50","0.01","2,171,215.50","15,762.00","137.75","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","2,156,740.06","0.01","2,156,740.06","41,911.00","51.46","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","2,149,873.25","0.01","2,149,873.25","60,305.00","35.65","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","2,137,018.25","0.01","2,137,018.25","56,075.00","38.11","United States","NYSE","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","2,128,838.66","0.01","2,128,838.66","26,714.00","79.69","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","2,122,660.60","0.01","2,122,660.60","46,570.00","45.58","United States","NYSE","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","2,117,916.98","0.01","2,117,916.98","13,369.00","158.42","United States","NYSE","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","2,118,396.28","0.01","2,118,396.28","7,202.00","294.14","United States","NYSE","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","2,118,978.18","0.01","2,118,978.18","31,946.00","66.33","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","2,113,590.00","0.01","2,113,590.00","29,980.00","70.50","United States","NASDAQ","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","2,108,263.50","0.01","2,108,263.50","11,811.00","178.50","United States","NASDAQ","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","2,103,883.15","0.01","2,103,883.15","14,695.00","143.17","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","2,100,233.46","0.01","2,100,233.46","111,774.00","18.79","Brazil","NASDAQ","USD","1.00","USD","-"
"SM","SM ENERGY","Energy","Equity","2,091,417.00","0.01","2,091,417.00","71,870.00","29.10","United States","NYSE","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","2,086,006.55","0.01","2,086,006.55","21,005.00","99.31","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","2,082,701.60","0.01","2,082,701.60","107,912.00","19.30","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","2,081,015.64","0.01","2,081,015.64","72,484.00","28.71","United States","NASDAQ","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","2,076,248.56","0.01","2,076,248.56","17,236.00","120.46","United States","NYSE","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","2,069,798.08","0.01","2,069,798.08","23,264.00","88.97","United States","NASDAQ","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","2,069,964.86","0.01","2,069,964.86","13,082.00","158.23","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","2,067,961.61","0.01","2,067,961.61","21,593.00","95.77","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","2,051,454.02","0.01","2,051,454.02","31,493.00","65.14","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","2,051,614.24","0.01","2,051,614.24","12,428.00","165.08","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","2,052,599.83","0.01","2,052,599.83","47,591.00","43.13","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","2,052,879.60","0.01","2,052,879.60","10,460.00","196.26","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","2,044,276.24","0.01","2,044,276.24","11,992.00","170.47","United States","NYSE","USD","1.00","USD","-"
"GKOS","GLAUKOS CORP","Health Care","Equity","2,040,958.10","0.01","2,040,958.10","15,214.00","134.15","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","2,037,918.12","0.01","2,037,918.12","118,346.00","17.22","United States","NYSE","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","2,038,426.50","0.01","2,038,426.50","39,930.00","51.05","United States","NYSE","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","2,039,145.90","0.01","2,039,145.90","19,933.00","102.30","United States","NASDAQ","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","Utilities","Equity","2,029,176.24","0.01","2,029,176.24","16,562.00","122.52","United States","NYSE","USD","1.00","USD","-"
"UEC","URANIUM ENERGY CORP","Energy","Equity","2,023,379.33","0.01","2,023,379.33","129,787.00","15.59","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","2,019,458.28","0.01","2,019,458.28","25,174.00","80.22","United States","NYSE","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH INC","Health Care","Equity","2,016,966.60","0.01","2,016,966.60","6,798.00","296.70","United States","NASDAQ","USD","1.00","USD","-"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","2,007,144.00","0.01","2,007,144.00","7,200.00","278.77","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","1,997,399.04","0.01","1,997,399.04","45,728.00","43.68","United States","NASDAQ","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","1,998,639.17","0.01","1,998,639.17","14,773.00","135.29","United States","NYSE","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","1,994,952.92","0.01","1,994,952.92","7,652.00","260.71","United States","NASDAQ","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","1,989,064.98","0.01","1,989,064.98","17,097.00","116.34","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","1,981,914.84","0.01","1,981,914.84","51,252.00","38.67","United States","NYSE","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","1,981,492.08","0.01","1,981,492.08","23,592.00","83.99","United States","NASDAQ","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","1,978,441.56","0.01","1,978,441.56","14,292.00","138.43","United States","NYSE","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","1,974,467.54","0.01","1,974,467.54","16,774.00","117.71","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","1,972,345.18","0.01","1,972,345.18","28,249.00","69.82","United States","NYSE","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","1,973,062.08","0.01","1,973,062.08","18,378.00","107.36","United States","NYSE","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL INC CLASS A","Financials","Equity","1,970,390.82","0.01","1,970,390.82","17,898.00","110.09","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","1,965,846.97","0.01","1,965,846.97","32,639.00","60.23","United States","NYSE","USD","1.00","USD","-"
"CRBG","COREBRIDGE FINANCIAL INC","Financials","Equity","1,962,016.20","0.01","1,962,016.20","71,476.00","27.45","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","1,957,040.93","0.01","1,957,040.93","85,423.00","22.91","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","1,957,258.95","0.01","1,957,258.95","9,245.00","211.71","United States","NYSE","USD","1.00","USD","-"
"JBTM","JBT MAREL CORP","Industrials","Equity","1,953,949.14","0.01","1,953,949.14","14,157.00","138.02","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","1,940,252.76","0.01","1,940,252.76","91,349.00","21.24","United States","NYSE","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","1,934,811.00","0.01","1,934,811.00","80,550.00","24.02","United States","NASDAQ","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","1,915,507.44","0.01","1,915,507.44","30,492.00","62.82","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","1,905,540.60","0.01","1,905,540.60","6,546.00","291.10","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","1,898,599.31","0.01","1,898,599.31","15,017.00","126.43","United States","NASDAQ","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","1,889,909.76","0.01","1,889,909.76","36,012.00","52.48","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","1,880,078.55","0.01","1,880,078.55","56,105.00","33.51","Germany","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","1,872,153.30","0.01","1,872,153.30","33,690.00","55.57","United States","NYSE","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","1,869,259.52","0.01","1,869,259.52","57,836.00","32.32","United States","NYSE","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES INC","Information Technology","Equity","1,866,698.28","0.01","1,866,698.28","8,577.00","217.64","United States","NASDAQ","USD","1.00","USD","-"
"NPO","ENPRO INC","Industrials","Equity","1,864,712.00","0.01","1,864,712.00","6,200.00","300.76","United States","NYSE","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","1,860,576.30","0.01","1,860,576.30","35,145.00","52.94","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","1,861,170.88","0.01","1,861,170.88","129,608.00","14.36","United States","NYSE","USD","1.00","USD","-"
"CWAN","CLEARWATER ANALYTICS HOLDINGS INC","Information Technology","Equity","1,843,762.50","0.01","1,843,762.50","75,875.00","24.30","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","1,844,008.11","0.01","1,844,008.11","34,461.00","53.51","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","1,839,719.15","0.01","1,839,719.15","33,035.00","55.69","United States","NYSE","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","1,837,316.58","0.01","1,837,316.58","41,437.00","44.34","United States","NYSE","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","1,837,482.40","0.01","1,837,482.40","35,555.00","51.68","United States","NYSE","USD","1.00","USD","-"
"AROC","ARCHROCK INC","Energy","Equity","1,835,886.60","0.01","1,835,886.60","48,186.00","38.10","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","1,830,435.41","0.01","1,830,435.41","5,927.00","308.83","United States","NYSE","USD","1.00","USD","-"
"CIFR","CIPHER DIGITAL INC","Information Technology","Equity","1,824,913.44","0.01","1,824,913.44","88,224.00","20.68","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","1,808,180.88","0.01","1,808,180.88","28,244.00","64.02","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","1,808,431.86","0.01","1,808,431.86","94,881.00","19.06","United States","NYSE","USD","1.00","USD","-"
"EAT","BRINKER INTERNATIONAL INC","Consumer Discretionary","Equity","1,806,951.30","0.01","1,806,951.30","12,351.00","146.30","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","1,799,285.40","0.01","1,799,285.40","9,658.00","186.30","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","1,795,221.94","0.01","1,795,221.94","89,806.00","19.99","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","1,791,038.55","0.01","1,791,038.55","47,145.00","37.99","United States","NASDAQ","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","1,785,227.08","0.01","1,785,227.08","22,078.00","80.86","United States","NASDAQ","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","1,781,844.54","0.01","1,781,844.54","54,474.00","32.71","Canada","NASDAQ","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","1,782,037.80","0.01","1,782,037.80","26,919.00","66.20","United States","NYSE","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","1,782,174.60","0.01","1,782,174.60","4,170.00","427.38","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","1,782,251.20","0.01","1,782,251.20","30,518.00","58.40","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","1,779,025.33","0.01","1,779,025.33","62,269.00","28.57","United States","NYSE","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","1,769,068.68","0.01","1,769,068.68","33,042.00","53.54","United States","NYSE","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS INC","Health Care","Equity","1,770,091.52","0.01","1,770,091.52","41,141.00","43.02","United States","NASDAQ","USD","1.00","USD","-"
"PCVX","VAXCYTE INC","Health Care","Equity","1,768,440.96","0.01","1,768,440.96","34,352.00","51.48","United States","NASDAQ","USD","1.00","USD","-"
"KGS","KODIAK GAS SERVICES INC","Energy","Equity","1,759,490.53","0.01","1,759,490.53","25,039.00","70.27","United States","NYSE","USD","1.00","USD","-"
