adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed,quarter
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2017-08-31,1,shares,ShareRepurchaseProgram=AcceleratedShareRepurchaseAgreementMay2017;,,20108000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetIncomeLoss,us-gaap/2017,2016-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2017,2017-03-31,1,USD,ShareRepurchaseProgram=OpenMarketRepurchases;,,4001000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2017,2015-09-30,4,USD,,,14538000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OperatingIncomeLoss,us-gaap/2017,2017-09-30,4,USD,ConsolidationItems=OperatingSegments;,,77631000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInDeferredRevenue,us-gaap/2017,2016-09-30,4,USD,,,-1554000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2017,2016-12-31,1,USD,ShareRepurchaseProgram=OpenMarketRepurchases;,,5000000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2017,2016-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CommercialPaper;,,2146000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherLiabilitiesNoncurrent,us-gaap/2017,2017-09-30,0,USD,,,40415000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-09-30,4,USD,BusinessSegments=EuropeSegment;,,49952000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,Dividends,us-gaap/2017,2017-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2015-09-30,4,USD,BusinessSegments=AmericasSegment;,,93864000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,114000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ResearchAndDevelopmentExpense,us-gaap/2017,2016-09-30,4,USD,,,10045000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2017,2015-09-30,4,USD,,,2905000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ProceedsFromIssuanceOfCommonStock,us-gaap/2017,2017-09-30,4,USD,,,555000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-09-30,4,USD,ProductOrService=OtherProducts;,,11132000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CorporateDebtSecurities;,,19599000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CommonStockDividendsPerShareDeclared,us-gaap/2017,2015-09-30,4,USD,,,1.98,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2017,2015-09-30,4,USD,,,9058000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,Goodwill,us-gaap/2017,2017-09-30,0,USD,,,5717000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2017,2016-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,979000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2016-09-30,0,USD,InvestmentType=Cash;,,8601000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-09-30,4,USD,Geographical=US;,,84339000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2017,2015-09-30,4,USD,,,283000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetCashProvidedByUsedInInvestingActivities,us-gaap/2017,2016-09-30,4,USD,,,-45977000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesNoncurrent,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USGovernmentAgenciesDebtSecurities;,,1659000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0000320193-17-000070,2016-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetCashProvidedByUsedInOperatingActivities,us-gaap/2017,2017-09-30,4,USD,,,63598000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,RepaymentsOfLongTermDebt,us-gaap/2017,2016-09-30,4,USD,,,2500000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,LiabilitiesCurrent,us-gaap/2017,2017-09-30,0,USD,,,100814000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetCashProvidedByUsedInInvestingActivities,us-gaap/2017,2015-09-30,4,USD,,,-56274000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2016-11-30,1,shares,ShareRepurchaseProgram=AcceleratedShareRepurchaseAgreementAugust2016;,,26850000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;InvestmentType=MoneyMarketFunds;,,3666000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AccountsPayableCurrent,us-gaap/2017,2016-09-30,0,USD,,,37294000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockIssuedDuringPeriodValueShareBasedCompensationNetOfSharesWithheldForTaxes,0000320193-17-000070,2016-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockholdersEquity,us-gaap/2017,2016-09-30,0,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,31251000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2017,2016-09-30,4,USD,,,12734000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IntangibleAssetsNetExcludingGoodwill,us-gaap/2017,2016-09-30,0,USD,,,3206000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OperatingIncomeLoss,us-gaap/2017,2015-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,23002000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesNoncurrent,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AccountsPayableCurrent,us-gaap/2017,2017-09-30,0,USD,,,49049000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,LiabilitiesAndStockholdersEquity,us-gaap/2017,2016-09-30,0,USD,,,321686000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,us-gaap/2017,2016-09-30,4,USD,,,863000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,us-gaap/2017,2017-09-30,4,USD,,,-425000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,DepreciationAmortizationAndAccretionNet,us-gaap/2017,2016-09-30,4,USD,,,10505000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-09-30,4,USD,BusinessSegments=JapanSegment;,,17733000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ComprehensiveIncomeNetOfTax,us-gaap/2017,2015-09-30,4,USD,,,51967000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,44764000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NonoperatingIncomeExpense,us-gaap/2017,2016-09-30,4,USD,DerivativeInstrumentRisk=InterestRateContract;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;EquityComponents=AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedges;,,-12000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,167000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2017,2015-09-30,4,USD,,,3586000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2015-09-30,4,USD,ProductOrService=IPad;,,23227000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInAccountsPayable,us-gaap/2017,2016-09-30,4,USD,,,1837000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2014-09-30,0,USD,,,13844000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2015-09-30,4,USD,ProductOrService=Mac;,,25471000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,PaymentsToAcquireIntangibleAssets,us-gaap/2017,2016-09-30,4,USD,,,814000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0000320193-17-000070,2015-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetIncomeLoss,us-gaap/2017,2016-09-30,4,USD,,,45687000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2017,2016-09-30,4,USD,,,979000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-06-30,1,USD,,,42358000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CommonStockDividendsPerShareDeclared,us-gaap/2017,2016-09-30,4,USD,,,2.18,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=BankTimeDeposits;,,3918000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,us-gaap/2017,2016-09-30,4,USD,,,7000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2017,2017-09-30,0,USD,,,35867000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-09-30,4,USD,DerivativeInstrumentRisk=ForeignExchangeContract;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;EquityComponents=AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedges;,,865000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0000320193-17-000070,2017-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IntangibleAssetsNetExcludingGoodwill,us-gaap/2017,2017-09-30,0,USD,,,2298000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;InvestmentType=MoneyMarketFunds;,,6534000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,DeferredRevenueCurrent,us-gaap/2017,2017-09-30,0,USD,,,7548000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInAccountsReceivable,us-gaap/2017,2015-09-30,4,USD,,,-417000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetCashProvidedByUsedInOperatingActivities,us-gaap/2017,2016-09-30,4,USD,,,65824000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-09-30,4,USD,ProductOrService=OtherProducts;,,12863000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2017,2017-06-30,1,USD,ShareRepurchaseProgram=OpenMarketRepurchases;,,4500000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,1261000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-06-30,1,USD,,,45408000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2017,2016-09-30,4,USD,,,-1055000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetIncomeLoss,us-gaap/2017,2017-09-30,1,USD,,,10714000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2017,2017-09-30,4,USD,ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;EquityComponents=AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedges;,,1952000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesCurrent,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USGovernmentAgenciesDebtSecurities;,,2441000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2017,2017-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-09-30,4,USD,ProductOrService=IPhone;,,136700000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,NetIncomeLoss,us-gaap/2017,2015-09-30,4,USD,EquityComponents=RetainedEarnings;,,53394000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,us-gaap/2017,2016-09-30,4,USD,,,131000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,DeferredRevenueCurrent,us-gaap/2017,2016-09-30,0,USD,,,8080000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,EarningsPerShareDiluted,us-gaap/2017,2016-09-30,1,USD,,,1.67,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,InterestPaid,us-gaap/2017,2017-09-30,4,USD,,,2092000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OperatingIncomeLoss,us-gaap/2017,2016-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,18835000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesNoncurrent,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;InvestmentType=MutualFund;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockholdersEquity,us-gaap/2017,2017-09-30,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-354000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2016-06-30,1,shares,ShareRepurchaseProgram=OpenMarketRepurchases;,,41238000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,EarningsPerShareDiluted,us-gaap/2017,2017-06-30,1,USD,,,1.67,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,us-gaap/2017,2015-09-30,4,USD,,,-201000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncreaseDecreaseInDeferredRevenue,us-gaap/2017,2017-09-30,4,USD,,,-626000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2017,2016-09-30,4,USD,EquityComponents=RetainedEarnings;,,29000000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,EarningsPerShareDiluted,us-gaap/2017,2015-12-31,1,USD,,,3.28,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2017,2016-09-30,4,USD,ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,785000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2016-04-30,2,shares,ShareRepurchaseProgram=AcceleratedShareRepurchaseAgreementNovember2015;,,29122000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,PaymentsToAcquireOtherInvestments,us-gaap/2017,2016-09-30,4,USD,,,1388000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2016-09-30,4,USD,BusinessSegments=JapanSegment;,,16928000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2017-09-30,4,USD,BusinessSegments=EuropeSegment;,,54938000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2015-09-30,4,USD,Geographical=CN;,,58715000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2017,2016-09-30,4,USD,,,24954000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OperatingIncomeLoss,us-gaap/2017,2016-09-30,4,USD,BusinessSegments=AmericasSegment;,,28172000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,Dividends,us-gaap/2017,2017-09-30,4,USD,,,12803000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,Dividends,us-gaap/2017,2016-09-30,4,USD,,,12188000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2017,2017-09-30,4,shares,,,5217242000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OperatingIncomeLoss,us-gaap/2017,2015-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,5518000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,5773000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherNoncashIncomeExpense,us-gaap/2017,2015-09-30,4,USD,,,-385000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,SalesRevenueNet,us-gaap/2017,2015-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,15093000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2017-09-30,1,shares,ShareRepurchaseProgram=AcceleratedShareRepurchaseAgreementAugust2017;,,15069000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2017,2017-09-30,4,USD,,,28662000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2017,2015-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-1427000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,EarningsPerShareBasic,us-gaap/2017,2017-06-30,1,USD,,,1.68,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockholdersEquity,us-gaap/2017,2016-09-30,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-578000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2017,2016-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AvailableForSaleSecuritiesNoncurrent,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,794000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0000320193-17-000070,2015-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,748000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2017,2017-09-30,4,USD,,,1874000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CommonStockDividendsPerShareDeclared,us-gaap/2017,2016-06-30,1,USD,,,0.57,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=BankTimeDeposits;,,1142000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2016-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CommercialPaper;,,2468000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,EarningsPerShareBasic,us-gaap/2017,2016-03-31,1,USD,,,1.91,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,StockRepurchasedAndRetiredDuringPeriodShares,us-gaap/2017,2017-09-30,4,shares,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,246496000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,2017-09-30,0,USD,,,20289000000.0,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
0000320193-17-000070,CommonStockDividendsPerShareDeclared,us-gaap/2017,2017-06-30,1,USD,,,0.63,,APPLE INC,10-K,2017-09-30,2017-11-03,2017q4
